evidence_id,case_id,evidence_type,description,status,collected_by
EV012321,CASE009596,Vehicle,Error reprehenderit aliquam vel animi consectetur fugiat.,Verified,OFF00441
EV012322,CASE007941,Mobile Phone,Est alias soluta repellendus tenetur eos aperiam.,Verified,OFF00161
EV012323,CASE000927,SIM Card,Eveniet error neque voluptate dolor at iusto.,Collected,OFF00458
EV012324,CASE003414,CCTV Footage,Porro suscipit voluptatibus voluptatum placeat modi.,Verified,OFF00201
EV012325,CASE003669,Call Records,Voluptas corrupti neque vel praesentium.,Verified,OFF00027
EV012326,CASE003537,DNA Sample,Dolores in quaerat deserunt aliquam tenetur error.,Verified,OFF00378
EV012327,CASE008633,Mobile Phone,Occaecati laboriosam atque soluta magni rerum iure corporis commodi.,Verified,OFF00113
EV012328,CASE005989,WhatsApp Chat,Ratione necessitatibus vitae pariatur ab ipsum rem est dicta ratione.,Collected,OFF00095
EV012329,CASE002688,Fingerprint,Fugiat sapiente excepturi perferendis ratione assumenda.,Verified,OFF00049
EV012330,CASE006329,Bank Statement,Labore unde neque debitis nisi cumque sapiente sit nobis.,Verified,OFF00054
EV012331,CASE001209,WhatsApp Chat,Quos animi aperiam saepe blanditiis laboriosam quia magni omnis dolore.,Pending Analysis,OFF00019
EV012332,CASE005528,Bank Statement,Totam dolor ducimus illum vitae.,Sent to FSL,OFF00134
EV012333,CASE001037,SIM Card,Officiis aliquam esse doloribus labore fugit corporis cumque libero.,Sent to FSL,OFF00487
EV012334,CASE005571,SIM Card,Architecto ipsam a dignissimos tempora asperiores qui ipsam.,Collected,OFF00022
EV012335,CASE004407,Mobile Phone,Maxime eaque doloremque hic tempora dolor molestias est optio ab.,Pending Analysis,OFF00211
EV012336,CASE009426,Fingerprint,Explicabo totam fugit similique hic a.,Sent to FSL,OFF00326
EV012337,CASE001009,Passport,Temporibus eius placeat expedita fugit nesciunt cumque.,Collected,OFF00358
EV012338,CASE003035,Call Records,Quae quidem sed eaque reprehenderit.,Sent to FSL,OFF00307
EV012339,CASE003552,WhatsApp Chat,Soluta qui pariatur sed mollitia molestiae cupiditate.,Collected,OFF00431
EV012340,CASE001178,Driving License,Nulla itaque nihil fugit molestias minima.,Pending Analysis,OFF00382
EV012341,CASE007828,Passport,Vero porro expedita at in at.,Verified,OFF00113
EV012342,CASE003301,Vehicle,Explicabo beatae cupiditate sed aliquam maiores accusantium voluptates consequuntur id.,Verified,OFF00284
EV012343,CASE005651,Photo,Similique sit culpa laudantium debitis explicabo.,Sent to FSL,OFF00131
EV012344,CASE000511,Mobile Phone,In harum nulla deleniti consequatur nemo nemo rerum.,Pending Analysis,OFF00320
EV012345,CASE001536,WhatsApp Chat,Numquam explicabo suscipit facilis accusantium ipsum minima similique.,Sent to FSL,OFF00420
EV012346,CASE000070,Bank Statement,Et illo non exercitationem laborum vero optio maiores minima distinctio.,Pending Analysis,OFF00113
EV012347,CASE008338,Vehicle,Sit repellat voluptate nesciunt voluptates repellat iusto consequatur.,Verified,OFF00196
EV012348,CASE008131,Driving License,Libero vero repudiandae fugiat accusamus officia modi modi.,Pending Analysis,OFF00223
EV012349,CASE003892,Video,Sequi voluptate et molestias corrupti ab deleniti unde.,Pending Analysis,OFF00441
EV012350,CASE003500,Vehicle,Ex quod assumenda pariatur dolorum sed quae nobis.,Verified,OFF00258
EV012351,CASE002873,SIM Card,Ab assumenda magni enim fugiat sed repellat doloribus culpa.,Collected,OFF00376
EV012352,CASE001858,Vehicle,Praesentium eius beatae unde eaque.,Sent to FSL,OFF00066
EV012353,CASE004954,Bank Statement,Tempora fuga maxime quo error.,Verified,OFF00216
EV012354,CASE004509,Vehicle,Ducimus laborum reiciendis a neque ipsa.,Verified,OFF00433
EV012355,CASE000874,Vehicle,Cumque perspiciatis facilis nisi quos quo veritatis debitis consectetur.,Sent to FSL,OFF00447
EV012356,CASE006306,Photo,Ad voluptatem iusto ut officia maxime voluptatibus eaque totam.,Verified,OFF00205
EV012357,CASE008403,Photo,Maiores natus doloremque impedit harum aliquam omnis.,Sent to FSL,OFF00096
EV012358,CASE009206,DNA Sample,Ducimus voluptatibus soluta facilis ipsa.,Pending Analysis,OFF00043
EV012359,CASE004920,Passport,Eaque neque sapiente voluptas voluptatum doloribus consequatur tenetur.,Collected,OFF00169
EV012360,CASE003779,Weapon,Aut dolorem quibusdam dolorum qui deleniti eligendi reprehenderit numquam.,Verified,OFF00401
EV012361,CASE004651,Passport,Magnam cumque alias vitae odit.,Verified,OFF00069
EV012362,CASE000134,Call Records,Dolores ipsam iusto voluptates asperiores sed minus fugiat.,Sent to FSL,OFF00225
EV012363,CASE003237,Laptop,Laboriosam vero placeat perspiciatis quos beatae.,Pending Analysis,OFF00067
EV012364,CASE007384,Passport,Dignissimos laudantium perspiciatis est voluptatem repellat at aliquid.,Pending Analysis,OFF00229
EV012365,CASE000596,Passport,Molestias dolore numquam aliquid molestiae laborum porro perspiciatis incidunt.,Pending Analysis,OFF00202
EV012366,CASE004579,Driving License,Voluptas maiores qui maiores exercitationem asperiores.,Sent to FSL,OFF00357
EV012367,CASE004024,Photo,Ipsa quasi ex neque autem unde adipisci.,Pending Analysis,OFF00164
EV012368,CASE004476,Mobile Phone,Vitae dignissimos excepturi quaerat.,Verified,OFF00080
EV012369,CASE006607,CCTV Footage,Aperiam beatae dolore soluta rerum minima.,Verified,OFF00237
EV012370,CASE003937,Mobile Phone,Suscipit reprehenderit quos repudiandae illo ad voluptates officiis commodi.,Pending Analysis,OFF00288
EV012371,CASE007729,Laptop,Esse aut tempora nisi quo nisi praesentium a.,Sent to FSL,OFF00361
EV012372,CASE001811,Passport,Laboriosam culpa porro ullam numquam odit.,Collected,OFF00430
EV012373,CASE004269,Mobile Phone,Sequi earum libero earum similique dolorem dolore cupiditate adipisci.,Verified,OFF00302
EV012374,CASE002114,Vehicle,Sequi reiciendis neque quidem fugit excepturi reiciendis doloremque quos voluptates.,Pending Analysis,OFF00383
EV012375,CASE001593,Call Records,Recusandae officia ipsa quisquam et.,Verified,OFF00356
EV012376,CASE001978,Driving License,Esse rerum aut voluptates quibusdam fuga sit aliquid officia.,Pending Analysis,OFF00272
EV012377,CASE001727,Laptop,Rerum atque recusandae sint maiores inventore nam velit ullam.,Sent to FSL,OFF00479
EV012378,CASE000356,Bank Statement,Vitae ut vel dolorem excepturi ea expedita.,Collected,OFF00012
EV012379,CASE001791,DNA Sample,Id debitis voluptates molestias quo minus perspiciatis.,Sent to FSL,OFF00283
EV012380,CASE005234,WhatsApp Chat,Cum voluptatem dolorem expedita quam itaque.,Pending Analysis,OFF00437
EV012381,CASE006213,Call Records,Provident earum molestiae est vero.,Verified,OFF00387
EV012382,CASE008510,Passport,Deleniti adipisci quod earum aliquam.,Pending Analysis,OFF00137
EV012383,CASE005672,Vehicle,Fugiat eveniet commodi exercitationem dolorem consequatur.,Collected,OFF00243
EV012384,CASE006551,SIM Card,Libero aliquam soluta necessitatibus nobis id ullam harum possimus.,Sent to FSL,OFF00300
EV012385,CASE008981,SIM Card,Velit sunt nihil deleniti nulla quidem dignissimos.,Collected,OFF00043
EV012386,CASE007388,Fingerprint,Atque minus at neque cumque recusandae cumque sunt.,Verified,OFF00489
EV012387,CASE004665,Weapon,Laudantium atque quas voluptatem quia.,Pending Analysis,OFF00358
EV012388,CASE006737,Laptop,Nulla eum unde rerum consequuntur possimus debitis beatae est asperiores.,Verified,OFF00348
EV012389,CASE004449,DNA Sample,Repellat itaque quidem minima impedit perspiciatis quaerat quas recusandae nesciunt.,Verified,OFF00096
EV012390,CASE005691,Vehicle,Alias iure nesciunt quasi quis.,Sent to FSL,OFF00473
EV012391,CASE001590,Weapon,Laborum dolorum et sunt molestiae sunt mollitia odio architecto sint.,Collected,OFF00362
EV012392,CASE007850,Bank Statement,Quisquam sapiente itaque ullam voluptates magnam voluptatum illum voluptatum.,Sent to FSL,OFF00277
EV012393,CASE002730,Video,Animi assumenda debitis hic quam iure.,Verified,OFF00074
EV012394,CASE007427,Laptop,Odio tenetur at debitis atque iste.,Sent to FSL,OFF00326
EV012395,CASE008967,Weapon,Error placeat dignissimos repudiandae consequatur optio.,Pending Analysis,OFF00268
EV012396,CASE002304,Bank Statement,Omnis eos nam molestias aliquid aperiam odit quaerat non.,Sent to FSL,OFF00142
EV012397,CASE005579,SIM Card,Expedita aliquid atque deleniti doloremque quod similique quia.,Sent to FSL,OFF00497
EV012398,CASE002671,Photo,Quod soluta ducimus perspiciatis mollitia ab voluptatum eaque error.,Sent to FSL,OFF00041
EV012399,CASE004565,Fingerprint,Porro dicta suscipit blanditiis tempore commodi vitae laudantium laborum laboriosam.,Collected,OFF00206
EV012400,CASE005149,Video,Impedit sit voluptate a architecto at minima.,Verified,OFF00260
EV012401,CASE008113,Vehicle,Perferendis dolorem alias cum corrupti aliquid.,Sent to FSL,OFF00325
EV012402,CASE004188,CCTV Footage,Magni quam odio cum pariatur.,Collected,OFF00363
EV012403,CASE001861,CCTV Footage,Sequi minima debitis asperiores corporis eaque.,Verified,OFF00314
EV012404,CASE000555,Passport,Quaerat molestiae explicabo maiores facere nihil corporis.,Verified,OFF00233
EV012405,CASE000784,Driving License,Iste omnis nihil vel doloribus minus hic nihil maxime libero placeat.,Verified,OFF00137
EV012406,CASE008010,DNA Sample,Maxime veniam consectetur corporis vitae aut numquam illo.,Pending Analysis,OFF00448
EV012407,CASE006021,Bank Statement,Accusamus magni nisi veniam aut recusandae laborum dolorem.,Sent to FSL,OFF00062
EV012408,CASE006261,Passport,Quas temporibus rem blanditiis ducimus illum ex.,Verified,OFF00218
EV012409,CASE004950,Fingerprint,At in adipisci quisquam voluptatum rem dolorum vero.,Sent to FSL,OFF00278
EV012410,CASE007894,Vehicle,Voluptas quibusdam perferendis aspernatur nostrum harum itaque tempore ab rerum.,Verified,OFF00281
EV012411,CASE001586,Driving License,Quis itaque accusantium quidem quo voluptatem.,Verified,OFF00184
EV012412,CASE002058,Mobile Phone,Possimus dicta est cum ea.,Verified,OFF00465
EV012413,CASE003536,Bank Statement,Est id exercitationem dolorum dolore facilis et illum officiis libero.,Sent to FSL,OFF00263
EV012414,CASE004205,Passport,Ad voluptas error sapiente mollitia asperiores sed nostrum.,Pending Analysis,OFF00298
EV012415,CASE001421,CCTV Footage,Labore architecto libero amet quo laboriosam harum sed ab.,Pending Analysis,OFF00355
EV012416,CASE002643,Weapon,Amet nostrum rerum doloremque suscipit.,Verified,OFF00470
EV012417,CASE008780,Video,Corrupti possimus ab tempora sequi.,Pending Analysis,OFF00058
EV012418,CASE001547,Passport,Tempore blanditiis eligendi libero magnam porro laudantium quo est inventore.,Collected,OFF00350
EV012419,CASE006118,Video,Aperiam deleniti excepturi natus quia voluptatum quia praesentium quam.,Collected,OFF00383
EV012420,CASE005217,CCTV Footage,Laboriosam animi quos ratione sunt quam sed magnam neque.,Pending Analysis,OFF00105
EV012421,CASE009683,Passport,Ducimus similique perferendis voluptas quis neque ea aliquid molestias consequuntur.,Sent to FSL,OFF00329
EV012422,CASE004753,Video,Molestiae quod placeat magni autem voluptates distinctio minima magnam in.,Collected,OFF00212
EV012423,CASE009201,Call Records,Neque pariatur reprehenderit atque accusantium magnam eligendi.,Pending Analysis,OFF00002
EV012424,CASE003718,Weapon,Dicta reiciendis culpa ipsum soluta vitae dicta corporis enim saepe iure.,Verified,OFF00018
EV012425,CASE004309,SIM Card,Ratione temporibus laudantium consequuntur eius a quibusdam architecto.,Sent to FSL,OFF00436
EV012426,CASE000145,Passport,Adipisci totam saepe assumenda enim totam.,Collected,OFF00103
EV012427,CASE003785,Weapon,Odit esse magnam incidunt dolor nostrum quam nihil eligendi quibusdam.,Pending Analysis,OFF00492
EV012428,CASE001059,DNA Sample,Ad inventore illo placeat doloribus eligendi.,Verified,OFF00228
EV012429,CASE005822,Photo,Excepturi perspiciatis unde ullam ratione similique animi saepe quaerat.,Sent to FSL,OFF00289
EV012430,CASE003551,Fingerprint,Saepe magnam minima aspernatur repellendus aperiam eius commodi necessitatibus sit.,Collected,OFF00170
EV012431,CASE005528,DNA Sample,Atque aut suscipit maiores facilis.,Pending Analysis,OFF00192
EV012432,CASE008097,Laptop,Facilis voluptas atque sequi porro tenetur consequatur fuga sapiente blanditiis.,Pending Analysis,OFF00394
EV012433,CASE001393,WhatsApp Chat,Quisquam vel laborum occaecati eligendi necessitatibus doloremque qui earum ratione saepe.,Pending Analysis,OFF00087
EV012434,CASE006611,Video,Velit ea fugiat autem qui minus error vero sed.,Pending Analysis,OFF00360
EV012435,CASE005632,SIM Card,Animi pariatur porro eaque dolores veniam adipisci sequi natus deserunt.,Verified,OFF00349
EV012436,CASE002360,Vehicle,Deserunt in inventore architecto natus consequatur qui magnam.,Pending Analysis,OFF00308
EV012437,CASE005950,CCTV Footage,Autem nam expedita eveniet tempora modi magnam quidem.,Verified,OFF00125
EV012438,CASE007621,Fingerprint,Magnam in atque molestiae eaque.,Verified,OFF00097
EV012439,CASE009024,Video,Odit sed veniam numquam iste.,Pending Analysis,OFF00432
EV012440,CASE003551,WhatsApp Chat,Quas quod nemo sunt sed explicabo voluptate iusto qui ipsa.,Pending Analysis,OFF00052
EV012441,CASE001434,DNA Sample,Assumenda facilis tenetur odio iste consequatur quam soluta dolor.,Pending Analysis,OFF00418
EV012442,CASE005251,SIM Card,Consequatur accusantium ipsa maxime commodi libero exercitationem a earum sint.,Sent to FSL,OFF00026
EV012443,CASE000568,Driving License,Dolores laboriosam ducimus molestiae similique numquam aliquam accusamus voluptates.,Collected,OFF00426
EV012444,CASE005373,SIM Card,Quae magnam aperiam adipisci pariatur expedita facilis quos accusamus perferendis.,Verified,OFF00158
EV012445,CASE005270,Video,Nam itaque esse praesentium mollitia.,Pending Analysis,OFF00478
EV012446,CASE007834,Call Records,Fuga dolore amet harum.,Verified,OFF00477
EV012447,CASE008912,Call Records,Officiis asperiores earum dolores dolorum voluptatem nam.,Sent to FSL,OFF00013
EV012448,CASE007387,Weapon,Laudantium rem minus dolorem atque sequi.,Collected,OFF00390
EV012449,CASE007976,Bank Statement,A consequatur at labore amet voluptatem.,Verified,OFF00279
EV012450,CASE004807,DNA Sample,Saepe totam vero officia voluptate.,Collected,OFF00416
EV012451,CASE002178,Photo,Reprehenderit natus praesentium at nisi nesciunt architecto sequi nihil architecto.,Sent to FSL,OFF00379
EV012452,CASE007632,WhatsApp Chat,Voluptatibus unde in explicabo debitis eos mollitia aspernatur odio nam.,Collected,OFF00337
EV012453,CASE007609,Fingerprint,Sapiente quo illum repudiandae porro debitis quo dolores.,Collected,OFF00206
EV012454,CASE005250,Passport,Sunt nihil esse voluptates eum esse unde corrupti.,Verified,OFF00500
EV012455,CASE005070,Video,Quo quos voluptatem suscipit facere reprehenderit vero exercitationem sit eveniet.,Pending Analysis,OFF00246
EV012456,CASE002041,DNA Sample,Numquam assumenda sint laborum laborum.,Collected,OFF00438
EV012457,CASE007147,SIM Card,Necessitatibus delectus delectus iste.,Collected,OFF00023
EV012458,CASE009632,Fingerprint,Repudiandae consequatur quibusdam odio numquam expedita quos ea suscipit voluptatem.,Collected,OFF00476
EV012459,CASE005634,Laptop,Blanditiis sed beatae modi quisquam quia similique ipsum.,Verified,OFF00154
EV012460,CASE000065,Vehicle,Asperiores animi consequatur necessitatibus error ipsum fugiat architecto.,Collected,OFF00087
EV012461,CASE001056,DNA Sample,Cum voluptatibus officia odio aspernatur sunt tenetur et accusamus.,Pending Analysis,OFF00488
EV012462,CASE005475,Vehicle,Libero debitis repellat quam architecto distinctio.,Verified,OFF00235
EV012463,CASE008428,Bank Statement,Eaque velit alias autem maiores veniam maiores ut eaque impedit.,Sent to FSL,OFF00291
EV012464,CASE002649,Fingerprint,Commodi nisi ratione maiores temporibus.,Sent to FSL,OFF00143
EV012465,CASE007180,Mobile Phone,Sapiente explicabo impedit natus.,Pending Analysis,OFF00166
EV012466,CASE005769,WhatsApp Chat,Et recusandae amet ad officia et sequi soluta.,Sent to FSL,OFF00250
EV012467,CASE000117,Weapon,Autem quas at exercitationem incidunt molestiae hic hic assumenda ullam.,Collected,OFF00400
EV012468,CASE008108,SIM Card,Illo inventore dolorem eius soluta molestias nobis ipsam qui.,Sent to FSL,OFF00439
EV012469,CASE005934,Call Records,Voluptate repellat quisquam incidunt illum perspiciatis.,Verified,OFF00453
EV012470,CASE002215,Vehicle,Tempora maiores ducimus sunt suscipit.,Collected,OFF00012
EV012471,CASE000660,Laptop,Neque error in fuga non voluptates veniam praesentium.,Verified,OFF00098
EV012472,CASE000334,Call Records,Repellendus ea placeat quidem atque perspiciatis.,Collected,OFF00117
EV012473,CASE005006,Fingerprint,Dolore ipsum sapiente eaque natus.,Verified,OFF00493
EV012474,CASE004904,Driving License,Quae totam beatae placeat optio temporibus soluta aut adipisci architecto.,Verified,OFF00368
EV012475,CASE008074,Laptop,Mollitia necessitatibus maxime itaque iusto deleniti.,Collected,OFF00386
EV012476,CASE001037,Weapon,Dolorem ullam quisquam impedit aut similique quas at distinctio aliquid.,Collected,OFF00254
EV012477,CASE000958,DNA Sample,Perferendis officia recusandae possimus amet.,Sent to FSL,OFF00355
EV012478,CASE005571,SIM Card,Culpa eum mollitia dolores veritatis sapiente voluptatum dignissimos nam amet.,Verified,OFF00045
EV012479,CASE001044,Vehicle,Ea ad nihil autem praesentium saepe voluptatibus non beatae.,Sent to FSL,OFF00122
EV012480,CASE003608,Photo,Delectus eos est corrupti perferendis nam.,Pending Analysis,OFF00293
EV012481,CASE003103,Call Records,Ipsam itaque nemo facilis omnis maxime.,Collected,OFF00010
EV012482,CASE002500,SIM Card,Itaque veritatis accusantium sed laudantium quasi.,Verified,OFF00444
EV012483,CASE003888,Bank Statement,Ullam dicta consequuntur debitis mollitia voluptatum nam eveniet repudiandae.,Verified,OFF00175
