relationship_id,citizen_1,citizen_2,relationship_type
REL004373,CID009928,CID009108,Associate
REL004374,CID006779,CID006302,Money Transfer
REL004375,CID007227,CID005517,Same Vehicle
REL004376,CID006397,CID009810,Gang Member
REL004377,CID007586,CID004797,Business Partner
REL004378,CID009923,CID002300,Business Partner
REL004379,CID006435,CID000651,Same Vehicle
REL004380,CID000278,CID003304,Money Transfer
REL004381,CID005454,CID002035,Associate
REL004382,CID006862,CID001124,Gang Member
REL004383,CID000803,CID002792,Money Transfer
REL004384,CID001654,CID000290,Associate
REL004385,CID008190,CID005869,Friend
REL004386,CID006165,CID006349,Money Transfer
REL004387,CID003633,CID003931,Business Partner
REL004388,CID000870,CID003898,Same Bank Account
REL004389,CID009559,CID004256,Same Bank Account
REL004390,CID004715,CID007912,Associate
REL004391,CID000733,CID000797,Same Vehicle
REL004392,CID000579,CID000243,Same Vehicle
REL004393,CID001690,CID002141,Same Phone
REL004394,CID000533,CID003115,Same Phone
REL004395,CID005622,CID008469,Money Transfer
REL004396,CID006392,CID004158,Brother
REL004397,CID006493,CID000042,Same Bank Account
REL004398,CID008706,CID005720,Gang Member
REL004399,CID003555,CID003404,Friend
REL004400,CID002065,CID002697,Same Vehicle
REL004401,CID000092,CID006067,Brother
REL004402,CID002503,CID007170,Same Vehicle
REL004403,CID007609,CID009849,Friend
REL004404,CID000750,CID005686,Money Transfer
REL004405,CID003058,CID000172,Brother
REL004406,CID005119,CID003300,Brother
REL004407,CID002778,CID000617,Business Partner
REL004408,CID008547,CID009697,Gang Member
REL004409,CID003727,CID005969,Friend
REL004410,CID007563,CID003444,Gang Member
REL004411,CID003985,CID009379,Same Vehicle
REL004412,CID003529,CID006184,Business Partner
REL004413,CID001249,CID008686,Gang Member
REL004414,CID005637,CID000799,Same Bank Account
REL004415,CID001531,CID007237,Same Phone
REL004416,CID006155,CID002588,Same Phone
REL004417,CID006705,CID000865,Friend
REL004418,CID006649,CID000662,Brother
REL004419,CID000483,CID005191,Gang Member
REL004420,CID007327,CID002048,Gang Member
REL004421,CID006966,CID007237,Business Partner
REL004422,CID004871,CID008775,Associate
REL004423,CID008294,CID001597,Friend
REL004424,CID003453,CID006842,Business Partner
REL004425,CID000077,CID006275,Same Vehicle
REL004426,CID009669,CID008069,Associate
REL004427,CID001290,CID000032,Gang Member
REL004428,CID008221,CID002641,Money Transfer
REL004429,CID002998,CID001044,Gang Member
REL004430,CID005488,CID000560,Business Partner
REL004431,CID007818,CID000922,Money Transfer
REL004432,CID001493,CID004019,Brother
REL004433,CID006586,CID009917,Brother
REL004434,CID000386,CID000867,Business Partner
REL004435,CID006978,CID004177,Gang Member
REL004436,CID001720,CID008980,Money Transfer
REL004437,CID009178,CID003286,Gang Member
REL004438,CID007004,CID008145,Money Transfer
REL004439,CID008730,CID006265,Gang Member
REL004440,CID009361,CID003402,Brother
REL004441,CID003320,CID005220,Same Vehicle
REL004442,CID001172,CID005480,Friend
REL004443,CID007128,CID009184,Associate
REL004444,CID006482,CID007759,Same Vehicle
REL004445,CID006282,CID000412,Gang Member
REL004446,CID003241,CID008376,Associate
REL004447,CID006693,CID005785,Associate
REL004448,CID007445,CID003904,Money Transfer
REL004449,CID008436,CID009177,Money Transfer
REL004450,CID004520,CID001350,Friend
REL004451,CID001670,CID005263,Same Bank Account
REL004452,CID003987,CID007504,Friend
REL004453,CID000138,CID002826,Same Phone
REL004454,CID000227,CID006833,Gang Member
REL004455,CID009413,CID005609,Friend
REL004456,CID002795,CID007186,Gang Member
REL004457,CID006433,CID005333,Same Phone
REL004458,CID005674,CID003683,Same Bank Account
REL004459,CID001945,CID007133,Gang Member
REL004460,CID007942,CID000173,Business Partner
REL004461,CID007664,CID008340,Friend
REL004462,CID005770,CID007108,Same Bank Account
REL004463,CID009572,CID005732,Brother
REL004464,CID000209,CID006768,Business Partner
REL004465,CID000501,CID002651,Same Vehicle
REL004466,CID007372,CID003453,Money Transfer
REL004467,CID002750,CID009841,Associate
REL004468,CID009754,CID001993,Same Bank Account
REL004469,CID008204,CID000017,Business Partner
REL004470,CID002996,CID001326,Friend
REL004471,CID006292,CID009679,Friend
REL004472,CID006451,CID000083,Business Partner
REL004473,CID005638,CID007645,Money Transfer
REL004474,CID002525,CID006497,Brother
REL004475,CID003889,CID006805,Same Vehicle
REL004476,CID008233,CID006563,Business Partner
REL004477,CID009447,CID005640,Business Partner
REL004478,CID001481,CID006515,Business Partner
REL004479,CID006097,CID001734,Friend
REL004480,CID003581,CID008429,Same Bank Account
REL004481,CID001585,CID009242,Same Vehicle
REL004482,CID007521,CID001509,Friend
REL004483,CID002893,CID001863,Brother
REL004484,CID007269,CID009407,Business Partner
REL004485,CID005863,CID001068,Brother
REL004486,CID009198,CID009634,Friend
REL004487,CID005605,CID002275,Business Partner
REL004488,CID002734,CID008894,Business Partner
REL004489,CID007827,CID001859,Money Transfer
REL004490,CID002271,CID005757,Same Phone
REL004491,CID007846,CID007545,Money Transfer
REL004492,CID003777,CID008337,Brother
REL004493,CID003528,CID003557,Same Bank Account
REL004494,CID006976,CID006775,Money Transfer
REL004495,CID008356,CID000239,Same Bank Account
REL004496,CID006156,CID005848,Gang Member
REL004497,CID006788,CID009669,Gang Member
REL004498,CID003158,CID009042,Business Partner
REL004499,CID008092,CID002111,Gang Member
REL004500,CID007841,CID004152,Business Partner
REL004501,CID009214,CID000837,Money Transfer
REL004502,CID008992,CID001993,Gang Member
REL004503,CID000264,CID000157,Gang Member
REL004504,CID005674,CID004140,Business Partner
REL004505,CID009180,CID007766,Money Transfer
REL004506,CID006884,CID004244,Same Bank Account
REL004507,CID008589,CID005312,Same Vehicle
REL004508,CID001088,CID006492,Business Partner
REL004509,CID009530,CID008889,Friend
REL004510,CID005830,CID009235,Same Bank Account
REL004511,CID008929,CID000938,Associate
REL004512,CID008253,CID001294,Business Partner
REL004513,CID008227,CID004065,Associate
REL004514,CID005428,CID005360,Same Vehicle
REL004515,CID002122,CID007262,Business Partner
REL004516,CID006619,CID001004,Business Partner
REL004517,CID006437,CID001585,Friend
REL004518,CID009514,CID005128,Same Phone
REL004519,CID002852,CID002187,Associate
REL004520,CID005862,CID006965,Same Bank Account
REL004521,CID005542,CID001347,Business Partner
REL004522,CID006099,CID003737,Same Phone
REL004523,CID002935,CID008557,Business Partner
REL004524,CID005461,CID005192,Same Phone
REL004525,CID000460,CID004405,Friend
REL004526,CID003855,CID009485,Gang Member
REL004527,CID005205,CID008740,Money Transfer
REL004528,CID000055,CID003769,Friend
REL004529,CID008275,CID009273,Associate
REL004530,CID002776,CID002396,Same Vehicle
REL004531,CID008717,CID009336,Same Phone
REL004532,CID008367,CID003514,Business Partner
REL004533,CID000422,CID006857,Business Partner
REL004534,CID000304,CID008865,Gang Member
REL004535,CID008567,CID007506,Brother
REL004536,CID007515,CID006448,Friend
REL004537,CID000501,CID000573,Gang Member
REL004538,CID009018,CID001481,Friend
REL004539,CID007611,CID003785,Friend
REL004540,CID005676,CID004987,Business Partner
REL004541,CID002039,CID003515,Business Partner
REL004542,CID002910,CID002281,Same Bank Account
REL004543,CID003921,CID004683,Same Vehicle
REL004544,CID004276,CID006793,Brother
REL004545,CID004839,CID006769,Same Vehicle
REL004546,CID008624,CID002434,Same Vehicle
REL004547,CID005538,CID008802,Brother
REL004548,CID000033,CID003585,Gang Member
REL004549,CID001492,CID006235,Associate
REL004550,CID000580,CID008663,Same Vehicle
REL004551,CID003888,CID006870,Same Vehicle
REL004552,CID005315,CID002167,Same Bank Account
REL004553,CID008267,CID001570,Brother
REL004554,CID008044,CID005008,Money Transfer
REL004555,CID005233,CID009037,Same Phone
REL004556,CID001029,CID003180,Friend
REL004557,CID009707,CID000407,Money Transfer
REL004558,CID008036,CID009198,Associate
REL004559,CID000951,CID001924,Friend
REL004560,CID006758,CID000716,Brother
REL004561,CID002810,CID005536,Money Transfer
REL004562,CID001563,CID000495,Business Partner
REL004563,CID007394,CID002794,Gang Member
REL004564,CID003029,CID003017,Brother
REL004565,CID004783,CID008464,Friend
REL004566,CID001507,CID006806,Brother
REL004567,CID005089,CID006936,Friend
REL004568,CID002080,CID007877,Business Partner
REL004569,CID007154,CID007656,Same Vehicle
REL004570,CID007042,CID000238,Money Transfer
REL004571,CID007656,CID002756,Associate
REL004572,CID008512,CID000067,Same Vehicle
REL004573,CID003461,CID002658,Friend
REL004574,CID005413,CID003585,Same Bank Account
REL004575,CID001293,CID009225,Same Phone
REL004576,CID001166,CID002813,Associate
REL004577,CID002818,CID008437,Same Vehicle
REL004578,CID001826,CID009961,Gang Member
REL004579,CID007600,CID003025,Friend
REL004580,CID004425,CID004306,Associate
REL004581,CID007096,CID003134,Money Transfer
REL004582,CID000859,CID002040,Business Partner
REL004583,CID007007,CID003153,Money Transfer
REL004584,CID005325,CID005126,Same Vehicle
REL004585,CID002312,CID000715,Same Phone
REL004586,CID000194,CID006091,Brother
REL004587,CID009226,CID004168,Business Partner
REL004588,CID003593,CID009460,Same Phone
REL004589,CID006825,CID001875,Business Partner
REL004590,CID007636,CID007444,Associate
REL004591,CID007088,CID009877,Same Vehicle
REL004592,CID003701,CID008900,Brother
REL004593,CID003765,CID000603,Brother
REL004594,CID001361,CID008138,Business Partner
REL004595,CID001505,CID001598,Same Bank Account
REL004596,CID000202,CID009731,Gang Member
REL004597,CID008531,CID001718,Business Partner
REL004598,CID006900,CID004755,Brother
REL004599,CID002489,CID005095,Associate
REL004600,CID002533,CID008715,Associate
REL004601,CID005494,CID006306,Money Transfer
REL004602,CID007125,CID007346,Gang Member
REL004603,CID009315,CID008952,Money Transfer
REL004604,CID009685,CID006578,Same Bank Account
REL004605,CID000321,CID008255,Friend
REL004606,CID000810,CID008767,Business Partner
REL004607,CID009172,CID008828,Associate
REL004608,CID008121,CID006930,Business Partner
REL004609,CID003732,CID002681,Money Transfer
REL004610,CID004510,CID001638,Associate
REL004611,CID001592,CID009799,Brother
REL004612,CID006412,CID002428,Friend
REL004613,CID009328,CID007435,Business Partner
REL004614,CID008852,CID001920,Gang Member
REL004615,CID003712,CID001214,Same Vehicle
REL004616,CID000941,CID006900,Friend
REL004617,CID009519,CID006969,Gang Member
REL004618,CID006622,CID000781,Brother
REL004619,CID005759,CID001523,Same Vehicle
REL004620,CID004640,CID007941,Same Phone
REL004621,CID000614,CID007691,Same Vehicle
REL004622,CID000433,CID003772,Brother
REL004623,CID008083,CID008267,Business Partner
REL004624,CID006524,CID008401,Same Vehicle
REL004625,CID004687,CID005656,Same Vehicle
REL004626,CID006044,CID004605,Money Transfer
REL004627,CID003434,CID008159,Friend
REL004628,CID001221,CID001073,Money Transfer
REL004629,CID007276,CID005648,Brother
REL004630,CID002959,CID002858,Business Partner
REL004631,CID000644,CID002715,Same Phone
REL004632,CID007165,CID002796,Money Transfer
REL004633,CID006178,CID007347,Money Transfer
REL004634,CID007571,CID000596,Gang Member
REL004635,CID000218,CID005328,Gang Member
REL004636,CID007246,CID007660,Brother
REL004637,CID000153,CID005976,Gang Member
REL004638,CID001098,CID005849,Same Bank Account
REL004639,CID004633,CID004397,Business Partner
REL004640,CID004121,CID004573,Same Bank Account
REL004641,CID001545,CID001799,Brother
REL004642,CID008835,CID000494,Gang Member
REL004643,CID000843,CID002733,Business Partner
REL004644,CID004118,CID000732,Business Partner
REL004645,CID000592,CID004206,Brother
REL004646,CID006862,CID007865,Same Bank Account
REL004647,CID000546,CID002961,Same Bank Account
REL004648,CID000132,CID006018,Same Vehicle
REL004649,CID002562,CID007892,Friend
REL004650,CID000251,CID009113,Friend
REL004651,CID007976,CID005607,Money Transfer
REL004652,CID003039,CID008127,Friend
REL004653,CID006881,CID001392,Friend
REL004654,CID002063,CID006893,Money Transfer
REL004655,CID001194,CID004678,Same Bank Account
REL004656,CID000098,CID002653,Same Phone
REL004657,CID003078,CID000903,Same Bank Account
REL004658,CID003079,CID009754,Same Phone
REL004659,CID000803,CID003411,Same Phone
REL004660,CID005549,CID007900,Same Vehicle
REL004661,CID000696,CID005852,Business Partner
REL004662,CID008534,CID001911,Money Transfer
REL004663,CID009191,CID008398,Gang Member
REL004664,CID008110,CID004777,Same Vehicle
REL004665,CID004849,CID003722,Money Transfer
REL004666,CID005385,CID002477,Same Vehicle
REL004667,CID004788,CID000281,Money Transfer
REL004668,CID006534,CID006964,Friend
REL004669,CID007272,CID002980,Gang Member
REL004670,CID009648,CID002452,Brother
REL004671,CID000269,CID008256,Gang Member
REL004672,CID000884,CID004137,Business Partner
REL004673,CID007060,CID007085,Money Transfer
REL004674,CID001671,CID009816,Money Transfer
REL004675,CID009851,CID008012,Same Phone
REL004676,CID006649,CID007425,Money Transfer
REL004677,CID006342,CID007550,Gang Member
REL004678,CID002686,CID006273,Same Bank Account
REL004679,CID008443,CID007953,Business Partner
REL004680,CID006717,CID000196,Friend
REL004681,CID000868,CID009708,Money Transfer
REL004682,CID004455,CID002375,Same Phone
REL004683,CID007613,CID004854,Gang Member
REL004684,CID002411,CID009378,Same Phone
REL004685,CID006647,CID008118,Same Bank Account
REL004686,CID008910,CID003046,Gang Member
REL004687,CID006246,CID004582,Same Phone
REL004688,CID009576,CID003130,Friend
REL004689,CID009911,CID006033,Same Phone
REL004690,CID008360,CID007143,Brother
REL004691,CID006360,CID009483,Same Phone
REL004692,CID007837,CID006487,Friend
REL004693,CID004325,CID004017,Gang Member
REL004694,CID005701,CID003989,Money Transfer
REL004695,CID003609,CID005048,Business Partner
REL004696,CID004125,CID003344,Associate
REL004697,CID007105,CID009775,Same Vehicle
REL004698,CID002767,CID000491,Same Vehicle
REL004699,CID009015,CID004201,Same Bank Account
REL004700,CID006286,CID006205,Money Transfer
REL004701,CID000866,CID007643,Brother
REL004702,CID000396,CID005507,Associate
REL004703,CID001296,CID001753,Same Bank Account
REL004704,CID006380,CID008108,Business Partner
REL004705,CID006884,CID009748,Associate
REL004706,CID003696,CID005284,Same Vehicle
REL004707,CID001604,CID007362,Same Vehicle
REL004708,CID004833,CID006778,Friend
REL004709,CID003222,CID005333,Same Vehicle
REL004710,CID009703,CID004917,Money Transfer
REL004711,CID002366,CID003604,Same Vehicle
REL004712,CID009869,CID008018,Associate
REL004713,CID006763,CID002276,Gang Member
REL004714,CID000195,CID001522,Money Transfer
REL004715,CID000984,CID007185,Business Partner
REL004716,CID002859,CID008808,Same Vehicle
REL004717,CID006359,CID003966,Gang Member
REL004718,CID004735,CID001633,Money Transfer
REL004719,CID003390,CID004940,Same Vehicle
REL004720,CID008587,CID009153,Associate
REL004721,CID003028,CID006026,Gang Member
REL004722,CID000144,CID000012,Same Vehicle
REL004723,CID008386,CID006166,Brother
REL004724,CID009941,CID000660,Associate
REL004725,CID005532,CID008049,Friend
REL004726,CID007435,CID009678,Gang Member
REL004727,CID006690,CID005564,Business Partner
REL004728,CID006923,CID007048,Gang Member
REL004729,CID004832,CID009070,Brother
REL004730,CID005228,CID003436,Money Transfer
REL004731,CID006147,CID004932,Money Transfer
REL004732,CID009333,CID007016,Same Phone
REL004733,CID007469,CID002201,Associate
REL004734,CID002551,CID002381,Same Phone
REL004735,CID000073,CID009207,Money Transfer
REL004736,CID001139,CID009417,Money Transfer
REL004737,CID006894,CID004851,Same Vehicle
REL004738,CID009032,CID008688,Business Partner
REL004739,CID003747,CID004438,Business Partner
REL004740,CID002392,CID002155,Business Partner
REL004741,CID000850,CID009473,Business Partner
REL004742,CID006465,CID009715,Business Partner
REL004743,CID009558,CID001884,Money Transfer
REL004744,CID008101,CID006041,Same Vehicle
REL004745,CID008972,CID002789,Associate
REL004746,CID007391,CID008416,Money Transfer
REL004747,CID002011,CID000392,Same Phone
REL004748,CID007981,CID000619,Gang Member
REL004749,CID001561,CID009194,Friend
REL004750,CID008463,CID001871,Friend
REL004751,CID003198,CID008230,Same Vehicle
REL004752,CID006873,CID008137,Business Partner
REL004753,CID007513,CID003953,Same Bank Account
REL004754,CID005070,CID003359,Business Partner
REL004755,CID004479,CID004033,Gang Member
REL004756,CID005270,CID003606,Business Partner
REL004757,CID008828,CID007399,Same Phone
REL004758,CID001518,CID009442,Same Phone
REL004759,CID004289,CID008542,Brother
REL004760,CID000837,CID007646,Gang Member
REL004761,CID000470,CID002112,Business Partner
REL004762,CID006089,CID006144,Business Partner
REL004763,CID004579,CID009694,Same Bank Account
REL004764,CID009375,CID009637,Same Vehicle
REL004765,CID007058,CID008887,Business Partner
REL004766,CID006980,CID007270,Same Bank Account
